2|2|1|2|2|2|1|Major Scale
2|1|2|2|1|2|2|Natural Minor Scale
2|1|2|2|1|3|1|Harmonic Minor Scale
2|1|3|1|1|3|1|Algerian Scale
1|2|1|2|2|2|2|Altered Scale
2|1|2|2|2|1|2|Modern Dorian Mode
1|3|1|2|1|3|1|Double Harmonic Scale
1|2|3|2|2|2|1|1|Enigmatic Scale
2|1|3|1|1|3|1|Hungarian Minor Scale
